SCHOOL,COUNTY,GRAD
Teague Lion Academy,Freestone County,92.9
Wortham HS,Freestone County,97.6
Wortham HS,Freestone County,97.6
Dilley HS,Frio County,95.7
Dilley HS,Frio County,97.1
Pearsall HS,Frio County,91.5
Pearsall HS,Frio County,92.6
Seagraves Schools,Gaines County,100.0
Seagraves Schools,Gaines County,100.0
Loop School,Gaines County,100.0
Loop School,Gaines County,100.0
Seminole HS,Gaines County,98.2
Seminole HS,Gaines County,98.2
Seminole Success Ctr,Gaines County,100.0
Seminole Success Ctr,Gaines County,100.0
Odyssey Academy-Galveston,Galveston County,100.0
Odyssey Academy-Galveston,Galveston County,100.0
Dickinson HS,Galveston County,94.1
Dickinson HS,Galveston County,94.9
Dickinson Continuation Center,Galveston County,96.7
Dickinson Continuation Center,Galveston County,97.5
Ball HS,Galveston County,90.5
Ball HS,Galveston County,90.9
AIM College and Career Prep,Galveston County,83.3
AIM College and Career Prep,Galveston County,85.0
High Island School,Galveston County,100.0
High Island School,Galveston County,100.0
Texas City HS,Galveston County,81.0
Texas City HS,Galveston County,83.6
La Marque HS,Galveston County,78.6
La Marque HS,Galveston County,81.0
Hitchcock HS,Galveston County,98.1
Hitchcock HS,Galveston County,99.0
Santa Fe HS,Galveston County,95.8
Santa Fe HS,Galveston County,97.0
Clear Creek HS,Galveston County,97.1
Clear Creek HS,Galveston County,98.5
Clear Lake HS,Galveston County,96.5
Clear Lake HS,Galveston County,98.0
Clear Brook HS,Galveston County,97.2
Clear Brook HS,Galveston County,98.5
Clear View HS,Galveston County,100.0
Clear View HS,Galveston County,100.0
Clear Springs HS,Galveston County,97.9
Clear Springs HS,Galveston County,99.2
Clear Horizons ECHS,Galveston County,100.0
Clear Horizons ECHS,Galveston County,100.0
Clear Falls HS,Galveston County,96.9
Clear Falls HS,Galveston County,97.4
Friendswood HS,Galveston County,99.0
Friendswood HS,Galveston County,98.9
Post HS,Garza County,97.6
Post HS,Garza County,97.6
Southland School,Garza County,-1
Southland School,Garza County,-1
Fredericksburg HS,Gillespie County,97.4
Fredericksburg HS,Gillespie County,97.4
Gillespie County HS,Gillespie County,100.0
Gillespie County HS,Gillespie County,100.0
Harper HS,Gillespie County,97.6
Harper HS,Gillespie County,97.6
Garden City HS,Glasscock County,100.0
Garden City HS,Glasscock County,100.0
Goliad HS,Goliad County,97.1
Goliad HS,Goliad County,97.1
Gonzales HS,Gonzales County,93.9
Gonzales HS,Gonzales County,95.9
Nixon-Smiley HS,Gonzales County,95.8
Nixon-Smiley HS,Gonzales County,97.2
Waelder School,Gonzales County,100.0
Waelder School,Gonzales County,100.0
Lefors School,Gray County,100.0
Lefors School,Gray County,100.0
McLean School,Gray County,100.0
McLean School,Gray County,100.0
Pampa HS,Gray County,88.7
Pampa HS,Gray County,88.7
Bells HS,Grayson County,98.4
Bells HS,Grayson County,98.4
Collinsville HS,Grayson County,97.1
Collinsville HS,Grayson County,100.0
Denison HS,Grayson County,96.4
Denison HS,Grayson County,97.1
Pathways HS,Grayson County,86.8
Pathways HS,Grayson County,86.5
Howe HS,Grayson County,98.8
Howe HS,Grayson County,98.8
Sherman HS,Grayson County,94.1
Sherman HS,Grayson County,94.8
Cooke/Fannin/Grayson Co Juvenile,Grayson County,71.4
Cooke/Fannin/Grayson Co Juvenile,Grayson County,66.7
Tri Co Juvenile Detent,Grayson County,-1
Jefferson Learning Ctr,Grayson County,73.2
Jefferson Learning Ctr,Grayson County,94.9
Tioga School,Grayson County,100.0
Tioga School,Grayson County,100.0
Van Alstyne HS,Grayson County,97.9
Van Alstyne HS,Grayson County,99.3
Whitesboro HS,Grayson County,96.6
Whitesboro HS,Grayson County,96.6
Whitewright HS,Grayson County,95.3
Whitewright HS,Grayson County,96.8
Pottsboro HS,Grayson County,98.3
Pottsboro HS,Grayson County,98.3
S and S Cons HS,Grayson County,92.1
S and S Cons HS,Grayson County,93.5
Gunter HS,Grayson County,100.0
Gunter HS,Grayson County,100.0
Tom Bean HS,Grayson County,97.9
Tom Bean HS,Grayson County,97.9
Dan Chadwick Campus,Gregg County,93.8
Dan Chadwick Campus,Gregg County,97.4
Gladewater HS,Gregg County,86.8
Gladewater HS,Gregg County,86.8
Kilgore HS,Gregg County,92.0
Kilgore HS,Gregg County,92.8
Longview HS,Gregg County,98.9
Longview HS,Gregg County,98.9
Lead Academy HS,Gregg County,95.2
Lead Academy HS,Gregg County,95.0
Juvenile Detent Ctr,Gregg County,-1
Juvenile Detent Ctr,Gregg County,-1
Pine Tree HS,Gregg County,98.7
Pine Tree HS,Gregg County,99.4
Sabine HS,Gregg County,100.0
Sabine HS,Gregg County,100.0
Spring Hill HS,Gregg County,98.5
Spring Hill HS,Gregg County,98.5
White Oak HS,Gregg County,99.1
White Oak HS,Gregg County,99.1
Anderson-Shiro Jr/Sr HS,Grimes County,100.0
Anderson-Shiro Jr/Sr HS,Grimes County,100.0
Iola HS,Grimes County,100.0
Iola HS,Grimes County,100.0
Navasota HS,Grimes County,97.7
Navasota HS,Grimes County,97.7
WB Bizzell Academy,Grimes County,77.5
WB Bizzell Academy,Grimes County,75.0
Richards HS,Grimes County,100.0
Richards HS,Grimes County,100.0
Seguin HS,Guadalupe County,94.4
Seguin HS,Guadalupe County,95.0
Mercer and Blumberg Lrn Ctr,Guadalupe County,85.1
Mercer and Blumberg Lrn Ctr,Guadalupe County,94.4
Juvenile Detention Center,Guadalupe County,0.0
Juvenile Detention Center,Guadalupe County,0.0
Samuel Clemens HS,Guadalupe County,92.8
Samuel Clemens HS,Guadalupe County,94.5
Allison L Steele ELC,Guadalupe County,89.8
Allison L Steele ELC,Guadalupe County,95.4
Byron P Steele II HS,Guadalupe County,96.9
Byron P Steele II HS,Guadalupe County,98.1
Navarro HS,Guadalupe County,98.8
Navarro HS,Guadalupe County,98.8
Marion HS,Guadalupe County,99.1
Marion HS,Guadalupe County,99.1
Abernathy HS,Hale County,91.7
Abernathy HS,Hale County,91.7
Cotton Center School,Hale County,100.0
Cotton Center School,Hale County,100.0
Hale Center HS,Hale County,100.0
Hale Center HS,Hale County,100.0
Petersburg School,Hale County,94.7
Petersburg School,Hale County,100.0
Plainview HS,Hale County,91.9
Plainview HS,Hale County,94.3
Memphis HS,Hall County,100.0
Memphis HS,Hall County,100.0
Valley School,Hall County,100.0
Valley School,Hall County,100.0
Hamilton HS,Hamilton County,98.2
Hamilton HS,Hamilton County,98.2
Hico HS,Hamilton County,96.4
Hico HS,Hamilton County,96.4
Gruver HS,Hansford County,100.0
Gruver HS,Hansford County,100.0
Spearman HS,Hansford County,100.0
Spearman HS,Hansford County,100.0
Chillicothe School,Hardeman County,100.0
Chillicothe School,Hardeman County,100.0
Quanah HS,Hardeman County,94.9
Quanah HS,Hardeman County,94.9
Kountze HS,Hardin County,91.3
Kountze HS,Hardin County,94.0
Silsbee HS,Hardin County,95.6
Silsbee HS,Hardin County,96.2
Hardin-Jefferson HS,Hardin County,93.1
Hardin-Jefferson HS,Hardin County,94.2
Lumberton HS,Hardin County,96.8
Lumberton HS,Hardin County,97.8
West Hardin HS,Hardin County,97.6
West Hardin HS,Hardin County,97.5
Aristoi Classical Upper School,Harris County,94.6
Aristoi Classical Upper School,Harris County,94.4
George I Sanchez Charter,Harris County,86.5
George I Sanchez Charter,Harris County,88.9
Early College T-STEM Academy,Harris County,97.3
Early College T-STEM Academy,Harris County,98.6
Harris County Juvenile Detention,Harris County,-1
Harris County Youth Village,Harris County,-1
Harris County Youth Village,Harris County,-1
Leadership Academy,Harris County,-1
Leadership Academy,Harris County,-1
Excel Academy Education,Harris County,0.0
Excel Academy Education,Harris County,0.0
Houston Heights Charter School,Harris County,70.9
Houston Heights Charter School,Harris County,71.2
Houston Gateway Academy-Coral,Harris County,79.1
Houston Gateway Academy-Coral,Harris County,81.0
Calvin Nelms HS,Harris County,100.0
Calvin Nelms HS,Harris County,100.0
Empowerment HS,Harris County,92.4
Empowerment HS,Harris County,94.0
Phoenix School at Southwest,Harris County,66.7
Phoenix School at Southwest,Harris County,66.7
Comquest Academy,Harris County,100.0
Comquest Academy,Harris County,100.0
YES Prep-Southeast,Harris County,98.5
YES Prep-Southeast,Harris County,98.5
YES Prep-Southwest,Harris County,96.1
YES Prep-Southwest,Harris County,96.9
YES Prep-East End,Harris County,92.0
YES Prep-East End,Harris County,92.0
YES Prep-Gulfton,Harris County,93.7
YES Prep-Gulfton,Harris County,93.7
YES Prep-West,Harris County,86.4
YES Prep-West,Harris County,86.4
YES Prep-Brays Oaks,Harris County,96.3
YES Prep-Brays Oaks,Harris County,96.3
YES Prep-Northside,Harris County,91.7
YES Prep-Northside,Harris County,91.7
YES Prep-5th Ward,Harris County,93.8
YES Prep-5th Ward,Harris County,93.8
YES Prep-White Oak,Harris County,83.0
YES Prep-White Oak,Harris County,83.8
YES Prep North Forest,Harris County,92.1
YES Prep North Forest,Harris County,92.1
YES Prep-North Central,Harris County,99.2
YES Prep-North Central,Harris County,99.2
Harmony Science Academy-Houston,Harris County,98.7
Harmony Science Academy-Houston,Harris County,99.3
Harmony School of Ingenuity,Harris County,96.7
Harmony School of Ingenuity,Harris County,96.7
Harmony School of Advancement,Harris County,99.3
Harmony School of Advancement,Harris County,99.3
Harmony School of Discovery,Harris County,98.5
Harmony School of Discovery,Harris County,100.0
Harmony School of Innovation,Harris County,98.8
Harmony School of Innovation,Harris County,98.8
Harmony Science Academy-Beaumont,Harris County,100.0
Harmony Science Academy-Beaumont,Harris County,100.0
Harmony School of Innovation-Katy,Harris County,100.0
Harmony School of Innovation-Katy,Harris County,100.0
The Pro-Vision Academy,Harris County,74.5
The Pro-Vision Academy,Harris County,79.3
Legacy School of Sport Sciences,Harris County,85.5
Legacy School of Sport Sciences,Harris County,86.7
Aldine HS,Harris County,75.5
Aldine HS,Harris County,77.0
Carver HS for Applied Tech,Harris County,91.4
Carver HS for Applied Tech,Harris County,92.1
MacArthur HS,Harris County,78.0
MacArthur HS,Harris County,79.9
Eisenhower HS,Harris County,79.2
Eisenhower HS,Harris County,80.9
Nimitz HS,Harris County,80.5
Nimitz HS,Harris County,82.6
Victory ECHS,Harris County,100.0
Victory ECHS,Harris County,100.0
Davis HS Aldine,Harris County,72.2
Davis HS Aldine,Harris County,73.4
Hall Success Academy,Harris County,37.6
Hall Success Academy,Harris County,42.4
Blanson CTE HS,Harris County,99.7
Blanson CTE HS,Harris County,99.7
Lane School,Harris County,2.9
Lane School,Harris County,0.0
Hastings HS,Harris County,85.6
Hastings HS,Harris County,87.9
Elsik HS,Harris County,80.2
Elsik HS,Harris County,83.0
Taylor HS,Harris County,83.7
Taylor HS,Harris County,86.6
Kerr HS,Harris County,99.5
Kerr HS,Harris County,99.5
Alief ECHS,Harris County,100.0
Alief ECHS,Harris County,100.0
Channelview HS,Harris County,90.9
Channelview HS,Harris County,92.3
Endeavor HS-Joe Frank Campbell,Harris County,88.9
Endeavor HS-Joe Frank Campbell,Harris County,87.0
Crosby HS,Harris County,95.4
Crosby HS,Harris County,96.6
Crosby Crossroads Academy,Harris County,90.0
Crosby Crossroads Academy,Harris County,89.5
Cy-Fair HS,Harris County,92.6
Cy-Fair HS,Harris County,93.3
Jersey Village HS,Harris County,90.4
Jersey Village HS,Harris County,91.0
Cypress Creek HS,Harris County,89.1
Cypress Creek HS,Harris County,90.1
Langham Creek HS,Harris County,93.9
Langham Creek HS,Harris County,94.4
Cypress Falls HS,Harris County,85.8
Cypress Falls HS,Harris County,87.1
Cypress Springs HS,Harris County,84.1
Cypress Springs HS,Harris County,86.1
Cypress Ridge HS,Harris County,91.3
Cypress Ridge HS,Harris County,91.8
Cypress Woods HS,Harris County,97.9
Cypress Woods HS,Harris County,98.0
Cypress Ranch HS,Harris County,97.2
Cypress Ranch HS,Harris County,97.4
Cypress Lakes HS,Harris County,85.2
Cypress Lakes HS,Harris County,86.5
Cypress Park HS,Harris County,91.3
Cypress Park HS,Harris County,91.5
Bridgeland HS,Harris County,97.0
Bridgeland HS,Harris County,97.0
Deer Park HS,Harris County,90.3
Deer Park HS,Harris County,91.8
Galena Park HS,Harris County,88.4
Galena Park HS,Harris County,90.1
North Shore Sr HS,Harris County,86.6
North Shore Sr HS,Harris County,88.7
Galena Park ISD Career,Harris County,98.9
Galena Park ISD Career,Harris County,98.9
Lee HS,Harris County,95.5
Lee HS,Harris County,97.1
Sterling HS,Harris County,94.9
Sterling HS,Harris County,95.9
Peter E Hyland Center,Harris County,76.0
Peter E Hyland Center,Harris County,89.3
Goose Creek Memorial,Harris County,91.9
Goose Creek Memorial,Harris County,92.4
Impact ECHS,Harris County,97.8
Impact ECHS,Harris County,97.8
Stuart Career Tech HS,Harris County,100.0
Stuart Career Tech HS,Harris County,100.0
Austin HS,Harris County,77.1
Austin HS,Harris County,79.1
Bellaire HS,Harris County,93.2
Bellaire HS,Harris County,94.1
Northside HS,Harris County,85.7
Northside HS,Harris County,86.5
Furr HS,Harris County,76.9
Furr HS,Harris County,79.4
Jones Futures Academy,Harris County,85.9
Jones Futures Academy,Harris County,95.3
Kashmere HS,Harris County,71.8
Kashmere HS,Harris County,74.0
Lamar HS,Harris County,92.0
Lamar HS,Harris County,94.0
Wisdom HS,Harris County,63.5
Wisdom HS,Harris County,65.5
Madison HS,Harris County,74.2
Madison HS,Harris County,76.3
Milby HS,Harris County,91.3
Milby HS,Harris County,92.4
Heights HS,Harris County,94.6
Heights HS,Harris County,95.0
Community Services-SEC,Harris County,0.0
Community Services-SEC,Harris County,0.0
Sterling HS,Harris County,76.0
Sterling HS,Harris County,76.7
Waltrip HS,Harris County,86.1
Waltrip HS,Harris County,87.0
Washington BTHS,Harris County,81.4
Washington BTHS,Harris County,82.6
Westbury HS,Harris County,76.9
Westbury HS,Harris County,77.6
Wheatley HS,Harris County,70.3
Wheatley HS,Harris County,72.3
Worthing HS,Harris County,78.0
Worthing HS,Harris County,78.7
Yates HS,Harris County,72.5
Yates HS,Harris County,77.6
Sharpstown HS,Harris County,69.6
Sharpstown HS,Harris County,70.7
Scarborough HS,Harris County,84.3
Scarborough HS,Harris County,86.5
Kinder HS for Performing,Harris County,99.5
Kinder HS for Performing,Harris County,99.5
DeBakey HS for Health Prof,Harris County,98.0
DeBakey HS for Health Prof,Harris County,100.0
Chavez HS,Harris County,81.0
Chavez HS,Harris County,82.1
HS for Law and Justice,Harris County,95.6
HS for Law and Justice,Harris County,97.8
Westside HS,Harris County,88.4
Westside HS,Harris County,89.7
TH Rogers School,Harris County,0.0
TH Rogers School,Harris County,-1
Long Academy,Harris County,94.1
Long Academy,Harris County,94.1
Sharpstown International School,Harris County,92.7
Sharpstown International School,Harris County,95.3
HCC Life Skills Program,Harris County,0.0
HCC Life Skills Program,Harris County,0.0
Texas Connections Academy,Harris County,89.7
Texas Connections Academy,Harris County,90.1
Eastwood Academy,Harris County,100.0
Eastwood Academy,Harris County,100.0
North Houston ECHS,Harris County,99.1
North Houston ECHS,Harris County,99.1
Houston Math Science,Harris County,78.0
Houston Math Science,Harris County,80.1
Mount Carmel Academy,Harris County,97.0
Mount Carmel Academy,Harris County,97.0
Energized for STEM Academy HS,Harris County,93.2
Energized for STEM Academy HS,Harris County,93.1
Carnegie Vanguard HS,Harris County,100.0
Carnegie Vanguard HS,Harris County,100.0
Challenge ECHS,Harris County,100.0
Challenge ECHS,Harris County,100.0
Liberty HS,Harris County,7.3
Liberty HS,Harris County,5.2
East ECHS,Harris County,100.0
East ECHS,Harris County,100.0
Houston Academy,Harris County,100.0
Houston Academy,Harris County,100.0
Mickey Leland College Prep Acad,Harris County,92.3
Mickey Leland College Prep Acad,Harris County,91.9
Young Women's College Prep Academy,Harris County,100.0
Young Women's College Prep Academy,Harris County,100.0
Energy Institute HS,Harris County,97.2
Energy Institute HS,Harris County,97.2
North Forest HS,Harris County,75.6
North Forest HS,Harris County,77.6
Middle College HS at HCC Gulfton,Harris County,42.5
Middle College HS at HCC Gulfton,Harris County,51.9
Middle College HS at HCC Fraga,Harris County,97.7
Middle College HS at HCC Fraga,Harris County,97.0
South ECHS,Harris County,99.0
South ECHS,Harris County,100.0
Humble HS,Harris County,84.9
Humble HS,Harris County,86.7
Kingwood HS,Harris County,96.5
Kingwood HS,Harris County,97.3
Guy M Sconzo ECHS,Harris County,100.0
Guy M Sconzo ECHS,Harris County,100.0
Atascocita HS,Harris County,90.7
Atascocita HS,Harris County,92.6
Kingwood Park HS,Harris County,94.7
Kingwood Park HS,Harris County,95.8
Summer Creek HS,Harris County,95.1
Summer Creek HS,Harris County,96.0
Katy HS,Harris County,93.1
Katy HS,Harris County,93.8
Taylor HS,Harris County,92.9
Taylor HS,Harris County,93.6
Mayde Creek HS,Harris County,87.7
Mayde Creek HS,Harris County,89.2
Cinco Ranch HS,Harris County,95.2
Cinco Ranch HS,Harris County,95.8
Morton Ranch HS,Harris County,89.4
Morton Ranch HS,Harris County,90.5
Seven Lakes HS,Harris County,97.8
Seven Lakes HS,Harris County,98.6
Tompkins HS,Harris County,98.0
Tompkins HS,Harris County,98.5
Paetow HS,Harris County,94.4
Paetow HS,Harris County,95.3
Klein HS,Harris County,95.7
Klein HS,Harris County,97.2
Klein Forest HS,Harris County,78.0
Klein Forest HS,Harris County,82.0
Klein Oak HS,Harris County,93.2
Klein Oak HS,Harris County,94.9
Klein Collins HS,Harris County,95.8
Klein Collins HS,Harris County,96.8
Klein Cain HS,Harris County,94.0
Klein Cain HS,Harris County,95.7
La Porte HS,Harris County,93.2
La Porte HS,Harris County,93.4
The Academy of Viola Dewalt HS,Harris County,77.8
The Academy of Viola Dewalt HS,Harris County,77.8
Pasadena HS,Harris County,85.5
Pasadena HS,Harris County,86.4
Sam Rayburn HS,Harris County,86.5
Sam Rayburn HS,Harris County,88.3
South Houston HS,Harris County,81.6
South Houston HS,Harris County,83.8
Dobie HS,Harris County,90.1
Dobie HS,Harris County,90.3
Tegeler Career Center,Harris County,93.1
Tegeler Career Center,Harris County,95.7
Pasadena Memorial HS,Harris County,93.0
Pasadena Memorial HS,Harris County,94.4
The Summit,Harris County,-1
The Summit,Harris County,-1
Dr Kirk Lewis Career,Harris County,99.1
Dr Kirk Lewis Career,Harris County,99.1
Spring HS,Harris County,85.8
Spring HS,Harris County,86.9
Westfield HS,Harris County,78.9
Westfield HS,Harris County,81.2
Andy Dekaney HS,Harris County,75.1
Andy Dekaney HS,Harris County,77.4
Carl Wunsche Sr HS,Harris County,99.7
Carl Wunsche Sr HS,Harris County,99.7
Spring Early College Academy,Harris County,100.0
Spring Early College Academy,Harris County,100.0
Memorial HS,Harris County,94.9
Memorial HS,Harris County,95.0
Spring Woods HS,Harris County,84.7
Spring Woods HS,Harris County,85.8
Northbrook HS,Harris County,74.5
Northbrook HS,Harris County,75.3
Stratford HS,Harris County,94.2
Stratford HS,Harris County,94.6
Westchester Academy,Harris County,99.0
Westchester Academy,Harris County,99.0
Tomball HS,Harris County,94.5
Tomball HS,Harris County,96.4
Tomball Memorial HS,Harris County,98.3
Tomball Memorial HS,Harris County,98.5
Tomball Star Academy,Harris County,98.3
Tomball Star Academy,Harris County,98.3
CE King HS,Harris County,89.7
CE King HS,Harris County,91.1
Kase Academy,Harris County,73.3
Kase Academy,Harris County,73.7
Hargrave HS,Harris County,97.3
Hargrave HS,Harris County,98.0
Marshall HS,Harrison County,86.8
Marshall HS,Harrison County,87.5
Marshall Early Graduation School,Harrison County,70.0
Marshall Early Graduation School,Harrison County,77.8
Waskom HS,Harrison County,93.9
Waskom HS,Harrison County,96.9
Hallsville HS,Harrison County,96.3
Hallsville HS,Harrison County,97.2
Texas Virtual Academy,Harrison County,69.3
Texas Virtual Academy,Harrison County,71.6
Harleton HS,Harrison County,100.0
Harleton HS,Harrison County,100.0
Elysian Fields HS,Harrison County,96.8
Elysian Fields HS,Harrison County,96.8
Channing School,Hartley County,-1
Channing School,Hartley County,-1
Hartley School,Hartley County,100.0
Hartley School,Hartley County,100.0
Haskell HS,Haskell County,100.0
Haskell HS,Haskell County,100.0
Rule School,Haskell County,100.0
Rule School,Haskell County,100.0
Paint Creek School,Haskell County,100.0
Paint Creek School,Haskell County,100.0
Katherine Anne Porter School,Hays County,55.6
Katherine Anne Porter School,Hays County,58.8
Ki Charter Academy,Hays County,-1
Ki Charter Academy,Hays County,-1
San Marcos HS,Hays County,83.8
San Marcos HS,Hays County,86.3
Dripping Springs HS,Hays County,96.3
Dripping Springs HS,Hays County,97.9
Wimberley HS,Hays County,97.0
Wimberley HS,Hays County,97.0
Jack C Hays HS,Hays County,91.7
Jack C Hays HS,Hays County,92.1
Live Oak Academy,Hays County,76.3
Live Oak Academy,Hays County,85.2
Lehman HS,Hays County,88.5
Lehman HS,Hays County,90.0
Moe and Gene Johnson HS,Hays County,93.3
Moe and Gene Johnson HS,Hays County,93.4
Canadian HS,Hemphill County,100.0
Canadian HS,Hemphill County,100.0
Athens HS,Henderson County,99.1
Athens HS,Henderson County,99.5
Brownsboro HS,Henderson County,96.2
Brownsboro HS,Henderson County,96.2
Cross Roads HS,Henderson County,95.0
Cross Roads HS,Henderson County,97.4
Eustace HS,Henderson County,98.1
Eustace HS,Henderson County,98.1
Malakoff HS,Henderson County,95.4
Malakoff HS,Henderson County,97.6
Trinidad School,Henderson County,100.0
Trinidad School,Henderson County,100.0
LaPoyner HS,Henderson County,100.0
LaPoyner HS,Henderson County,100.0
Triumph Public HS-Mercedes,Hidalgo County,93.6
Triumph Public HS-Mercedes,Hidalgo County,96.0
Triumph Public HS-McAllen,Hidalgo County,48.3
Triumph Public HS-McAllen,Hidalgo County,95.5
Triumph Public HS-San Benito,Hidalgo County,71.4
Triumph Public HS-San Benito,Hidalgo County,85.7
Triumph Public HS-Brownsville,Hidalgo County,81.4
Triumph Public HS-Brownsville,Hidalgo County,89.5
IDEA College Prep,Hidalgo County,94.4
IDEA College Prep,Hidalgo County,95.8
IDEA Quest College Preparatory,Hidalgo County,97.8
IDEA Quest College Preparatory,Hidalgo County,97.8
IDEA Frontier College Preparatory,Hidalgo County,97.6
IDEA Frontier College Preparatory,Hidalgo County,98.8
IDEA College Preparatory Mission,Hidalgo County,97.7
IDEA College Preparatory Mission,Hidalgo County,98.8
IDEA College Preparatory San,Hidalgo County,98.8
IDEA College Preparatory San,Hidalgo County,98.8
IDEA College Preparatory San Juan,Hidalgo County,95.0
IDEA College Preparatory San Juan,Hidalgo County,96.2
IDEA College Preparatory Alamo,Hidalgo County,100.0
IDEA College Preparatory Alamo,Hidalgo County,100.0
IDEA College Preparatory Pharr,Hidalgo County,100.0
IDEA College Preparatory Pharr,Hidalgo County,100.0
IDEA Edinburg College Preparatory,Hidalgo County,93.9
IDEA Edinburg College Preparatory,Hidalgo County,96.9
IDEA College Prep Weslaco,Hidalgo County,98.9
IDEA College Prep Weslaco,Hidalgo County,98.9
IDEA McAllen College Preparatory,Hidalgo County,97.3
IDEA McAllen College Preparatory,Hidalgo County,97.3
IDEA Brownsville College,Hidalgo County,97.5
IDEA Brownsville College,Hidalgo County,98.7
IDEA Weslaco Pike College,Hidalgo County,94.1
IDEA Weslaco Pike College,Hidalgo County,98.8
IDEA Toros College Preparatory,Hidalgo County,96.4
IDEA Toros College Preparatory,Hidalgo County,96.4
IDEA Carver College Preparatory,Hidalgo County,97.1
IDEA Carver College Preparatory,Hidalgo County,97.1
IDEA South Flores College,Hidalgo County,93.0
IDEA South Flores College,Hidalgo County,93.0
IDEA Monterrey Park College,Hidalgo County,90.9
IDEA Monterrey Park College,Hidalgo County,90.9
IDEA Walzem College Preparatory,Hidalgo County,89.6
IDEA Walzem College Preparatory,Hidalgo County,91.5
IDEA Montopolis College,Hidalgo County,100.0
IDEA Montopolis College,Hidalgo County,100.0
Vanguard Rembrandt,Hidalgo County,100.0
Vanguard Rembrandt,Hidalgo County,100.0
Vanguard Mozart,Hidalgo County,100.0
Vanguard Mozart,Hidalgo County,100.0
Donna HS,Hidalgo County,93.8
Donna HS,Hidalgo County,94.7
Donna North HS,Hidalgo County,95.0
Donna North HS,Hidalgo County,96.0
Edcouch-Elsa HS,Hidalgo County,90.2
Edcouch-Elsa HS,Hidalgo County,91.8
Edcouch-Elsa HS Academy,Hidalgo County,83.1
Edcouch-Elsa HS Academy,Hidalgo County,84.4
Edinburg HS,Hidalgo County,93.3
Edinburg HS,Hidalgo County,93.6
Economedes HS,Hidalgo County,90.9
Economedes HS,Hidalgo County,91.9
Edinburg North HS,Hidalgo County,93.6
Edinburg North HS,Hidalgo County,94.4
Robert R Vela HS,Hidalgo County,95.4
Robert R Vela HS,Hidalgo County,95.9
Hidalgo ECHS,Hidalgo County,96.1
Hidalgo ECHS,Hidalgo County,96.9
McAllen HS,Hidalgo County,98.1
McAllen HS,Hidalgo County,99.1
Memorial HS,Hidalgo County,98.7
Memorial HS,Hidalgo County,99.1
Rowe HS,Hidalgo County,97.6
Rowe HS,Hidalgo County,99.3
Lamar Academy,Hidalgo County,100.0
Lamar Academy,Hidalgo County,100.0
Achieve ECHS,Hidalgo County,100.0
Achieve ECHS,Hidalgo County,100.0
Mercedes HS,Hidalgo County,93.1
Mercedes HS,Hidalgo County,94.7
Mercedes Academic Academy,Hidalgo County,64.8
Mercedes Academic Academy,Hidalgo County,68.2
Mercedes Early College Academy,Hidalgo County,100.0
Mercedes Early College Academy,Hidalgo County,100.0
Mission HS,Hidalgo County,92.3
Mission HS,Hidalgo County,92.9
Veterans Memorial HS,Hidalgo County,93.0
Veterans Memorial HS,Hidalgo County,94.9
Mission Collegiate HS,Hidalgo County,99.1
Mission Collegiate HS,Hidalgo County,99.1
PSJA ECHS,Hidalgo County,97.5
PSJA ECHS,Hidalgo County,97.9
PSJA Memorial ECHS,Hidalgo County,97.5
PSJA Memorial ECHS,Hidalgo County,97.5
PSJA North ECHS,Hidalgo County,97.1
PSJA North ECHS,Hidalgo County,97.3
Elvis J Ballew HS,Hidalgo County,0.0
Elvis J Ballew HS,Hidalgo County,0.0
PSJA Southwest ECHS,Hidalgo County,95.1
PSJA Southwest ECHS,Hidalgo County,95.3
PSJA Thomas Jefferson T-STEM ECHS,Hidalgo County,100.0
PSJA Thomas Jefferson T-STEM ECHS,Hidalgo County,100.0
Progreso HS,Hidalgo County,86.7
Progreso HS,Hidalgo County,88.6
Sharyland HS,Hidalgo County,99.1
Sharyland HS,Hidalgo County,99.1
Sharyland Pioneer HS,Hidalgo County,96.1
Sharyland Pioneer HS,Hidalgo County,96.1
Sharyland Advanced Academic,Hidalgo County,100.0
Sharyland Advanced Academic,Hidalgo County,100.0
La Joya HS,Hidalgo County,90.8
La Joya HS,Hidalgo County,91.7
Juarez-Lincoln HS,Hidalgo County,91.6
Juarez-Lincoln HS,Hidalgo County,93.2
La Joya Palmview HS,Hidalgo County,90.1
La Joya Palmview HS,Hidalgo County,92.1
Jimmy Carter ECHS,Hidalgo County,100.0
Jimmy Carter ECHS,Hidalgo County,100.0
Thelma Rosa Salinas STEM ECHS,Hidalgo County,100.0
Thelma Rosa Salinas STEM ECHS,Hidalgo County,100.0
Weslaco HS,Hidalgo County,92.0
Weslaco HS,Hidalgo County,94.1
South Palm Gardens HS,Hidalgo County,93.5
South Palm Gardens HS,Hidalgo County,93.9
Weslaco East HS,Hidalgo County,91.3
Weslaco East HS,Hidalgo County,92.3
La Villa ECHS,Hidalgo County,96.0
La Villa ECHS,Hidalgo County,95.8
Monte Alto HS,Hidalgo County,94.3
Monte Alto HS,Hidalgo County,94.3
Valley View HS,Hidalgo County,98.3
Valley View HS,Hidalgo County,98.6
Abbott School,Hill County,100.0
Abbott School,Hill County,100.0
Bynum School,Hill County,91.7
Bynum School,Hill County,100.0
Covington School,Hill County,95.7
Covington School,Hill County,95.7
Hillsboro HS,Hill County,98.7
Hillsboro HS,Hill County,98.7
